book_id,book_authors,book_desc,book_edition,book_format,book_isbn,book_ pages,book_rating,book_rating_count,book_review_count,book_title,genres,image_url,book_ price
2105,Kami Garcia|Margaret Stohl,"Is death the end . . . or only the beginning?Ethan Wate has spent most of his life longing to escape the stiflingly small Southern town of Gatlin. He never thought he would meet the girl of his dreams, Lena Duchannes, who unveiled a secretive, powerful, and cursed side of Gatlin, hidden in plain sight. And he never could have expected that he would be forced to leave behind everyone and everything he cares about. So when Ethan awakes after the chilling events of the Eighteenth Moon, he has only one goal: to find a way to return to Lena and the ones he loves.Back in Gatlin, Lena is making her own bargains for Ethan's return, vowing to do whatever it takes -- even if that means trusting old enemies or risking the lives of the family and friends Ethan left to protect.Worlds apart, Ethan and Lena must once again work together to rewrite their fate, in this stunning finale to the Beautiful Creatures series.",,Hardcover,9.78E+12,456,3.93,59651,4105,Beautiful Redemption,Young Adult|Fantasy|Fantasy|Paranormal|Romance|Fantasy|Magic|Fiction,https://images.gr-assets.com/books/1331049809l/7930335.jpg,456
2106,Laurie Halse Anderson,"It's late summer 1793, and the streets of Philadelphia are abuzz with mosquitoes and rumors of fever. Down near the docks, many have taken ill, and the fatalities are mounting. Now they include Polly, the serving girl at the Cook Coffeehouse. But fourteen-year-old Mattie Cook doesn't get a moment to mourn the passing of her childhood playmate. New customers have overrun her family's coffee shop, located far from the mosquito-infested river, and Mattie's concerns of fever are all but overshadowed by dreams of growing her family's small business into a thriving enterprise. But when the fever begins to strike closer to home, Mattie's struggle to build a new life must give way to a new fight—the fight to stay alive.",,Paperback,9.78E+12,252,3.91,91253,5283,Fever 1793,Historical|Historical Fiction|Young Adult|Historical|Fiction|Childrens|Middle Grade,https://images.gr-assets.com/books/1381743126l/781110.jpg,252
2107,Colleen Hoover|Tarryn Fisher,Best friends since they could walk. In love since the age of fourteen.Complete strangers since this morning.He'll do anything to remember. She'll do anything to forget.,,Kindle Edition,,159,4.1,62074,8882,Never Never,Romance|Young Adult|Contemporary|New Adult|Mystery,https://images.gr-assets.com/books/1428934147l/24378015.jpg,159
2108,Tom Robbins,"This is a gutsy, fun-loving, and provocative novel in which a bean can philosophises, a dessert spoon mystifies, a young waitress takes on the New York art world, and a rowdy redneck welder discovers the lost god of Palestine.",,Paperback,9.78E+12,422,4.04,38121,1318,Skinny Legs and All,Fiction|Humor|Literature|Novels,https://images.gr-assets.com/books/1347323743l/9370.jpg,422
2109,Anne Rice,"Here is the gorgeous and sinister story of Marius, patrician by birth, scholar by choice, one of the oldest vampires of them all, which sweeps from his genesis in ancient Rome, in the time of the Emperor Augustus, to his meeting in the present day with a creature of snow and ice. Thorne is a Northern vampire in search of Maharet, his 'maker', the ancient Egyptian vampire queen who holds him and others in thrall with chains made of her red hair, 'bound with steel and with her blood and gold'. When the Visigoths sack his city, Marius is there; with the resurgence of the glory that was Rome, he is there, still searching for his lost love Pandora, but bewitched in turn by Botticelli, the Renaissance beauty Bianca, with her sordid secrets, and the boy he calls Amadeo (otherwise known as the Vampire Armand). Criss-crossing through the stories of other vampires from Rice's glorious Pantheon of the undead, haunted by Pandora and by his alter ego Mael, tracked by the Talamasca, the tale of Marius, the self-styled guardian of 'those who must be kept' is the most wondrous and mind-blowing of them all.",,Paperback,9.78E+12,752,3.89,30262,630,Blood And Gold,Paranormal|Vampires|Horror|Fantasy|Fantasy|Paranormal,https://images.gr-assets.com/books/1168274792l/31341.jpg,752
2110,Roald Dahl|Quentin Blake,"Danny’s life seems perfect: his home is a gypsy caravan, he’s the youngest car mechanic around, and his best friend is his dad, who never runs out of wonderful stories to tell. And when Danny discovers his father’s secret, he’s off on the adventure of a lifetime. Here’s Roald Dahl’s famous story about a 9-year-old boy, his dad, and a daring and hilarious pheasant-snatching expedition. Just as important, it’s the story of the love between a boy and his father who, in Danny’s own words, is “the most marvelous and exciting father a boy ever had.”",,Hardcover,9.78E+12,224,4.08,50022,2100,Danny the Champion of the World,Childrens|Fiction,https://images.gr-assets.com/books/1437500743l/6690.jpg,224
2111,K. Bromberg," From New York Times Best-Selling Author K. Bromberg comes an unforgettable series about lust, love, redemption, and healing...Our paths should never have crossed.Colton Donavan was arrogant, exuded that bad boy vibe, and embodied everything I never wanted. And yet all it took was one night, one hallway, and one stolen kiss for me to know I hated him and desired him instantly.My heart was healing. His soul was damaged. But with one bid, one little boy, and one carnival date, I couldn’t walk away and he wouldn’t let me in.This is our story. Our fight.  Our perfectly imperfect love.Longer description:Rylee Thomas is used to being in control. But she’s about to meet the one man that just might make her enjoy losing it…I am the exception to the rule. In a world full of willing women, I’m a challenge to the roguish and achingly handsome Colton Donavan. A man used to getting exactly what he wants in all aspects of life. He’s the reckless bad boy constantly skating that razor thin edge toward out of control, on and off of the track. Colton crashes into my life like a tornado: sapping my control, testing my vulnerabilities beyond their limits, and unintentionally penetrating the protective wall around my healing heart. Tearing apart the world I rebuilt so carefully with structure, predictability, and discipline.I can’t give him what he wants and he can’t give me what I need. But after a glimpse beneath his refined exterior into the dark secrets of his damaged soul, can I bring myself to walk away?Our sexual chemistry is undeniable. Our individual need for complete control is irrefutable. But when our worlds collide, is the chemistry enough to bring us together or will our untold secrets and battle of wills force us apart?",1 edition,Kindle Edition,,327,4.3,48808,3868,Driven,Romance|Romance|Contemporary Romance|Adult Fiction|Erotica|Sports and Games|Sports|Contemporary,https://images.gr-assets.com/books/1366000080l/17798287.jpg,327
2112,Bernard Cornwell,"Uther, the High King, has died, leaving the infant Mordred as his only heir. His uncle, the loyal and gifted warlord Arthur, now rules as caretaker for a country which has fallen into chaos - threats emerge from within the British kingdoms while vicious Saxon armies stand ready to invade. As he struggles to unite Britain and hold back the enemy at the gates, Arthur is embroiled in a doomed romance with beautiful Guinevere. Will the old-world magic of Merlin be enough to turn the tide of war in his favour?",,Paperback,9.78E+12,433,4.27,31047,1366,The Winter King: A Novel of Arthur,Historical|Historical Fiction|Fantasy|Fiction|Mythology|Arthurian|Historical,https://images.gr-assets.com/books/1311987677l/68520.jpg,433
2113,Lemony Snicket|Brett Helquist,"Dear Reader, If you are looking for a story about cheerful youngsters spending a jolly time at boarding school, look elsewhere. Violet, Klaus, and Sunny Baudelaire are intelligent and resourceful children, and you might expect that they would do very well at school. Don't. For the Baudelaires, school turns out to be another miserable episode in their unlucky lives. Truth be told, within the chapters that make up this dreadful story, the children will face snapping crabs, strict punishments, dripping fungus, comprehensive exams, violin recitals, S.O.R.E., and the metric system. It is my solemn duty to stay up all night researching and writing the history of these three hapless youngsters, but you may be more comfortable getting a good night's sleep. In that case, you should probably choose some other book. With all due respect,Lemony Snicket",First Edition,Hardcover,9.78E+12,221,3.98,115048,3230,The Austere Academy,Fiction|Young Adult|Childrens|Fantasy,https://images.gr-assets.com/books/1517277307l/131123.jpg,221
2114,T.S. Eliot,"There is no more authoritative collection of the poetry that Eliot himself wished to preserve than this volume, published two years before his death in 1965.Poet, dramatist, critic, and editor, T. S. Eliot was one of the defining figures of twentieth-century poetry. This edition of Collected Poems 1909-1962 includes his verse from Prufrock and Other Observations (1917) to Four Quartets (1943), and includes such literary landmarks as The Waste Land and Old Possum's Book of Practical Cats.",,Hardcover,9.78E+12,240,4.29,18538,205,"Collected Poems, 1909-1962",Poetry|Classics|Literature|Fiction,https://images.gr-assets.com/books/1349070555l/142080.jpg,240
2115,Wendy Higgins,"Anna Whitt, the daughter of a guardian angel and a demon, promised herself she’d never do the work of her father—polluting souls. She’d been naive to make such a vow. She’d been naive about a lot of things. Haunted by demon whisperers, Anna does whatever she can to survive, even if it means embracing her dark side and earning an unwanted reputation as her school’s party girl. Her life has never looked more bleak. And all the while there’s Kaidan Rowe, son of the Duke of Lust, plaguing her heart and mind.When an unexpected lost message from the angels surfaces, Anna finds herself traveling the globe with Kopano, son of Wrath, in an attempt to gain support of fellow Nephilim and give them hope for the first time. It soon becomes clear that whatever freedoms Anna and the rest of the Neph are hoping to win will not be gained without a fight. Until then, Anna and Kaidan must put aside the issues between them, overcome the steamiest of temptations yet, and face the ultimate question: is loving someone worth risking their life?",,Paperback,9.78E+12,371,4.27,42846,2854,Sweet Peril,Young Adult|Fantasy|Fantasy|Paranormal|Romance|Paranormal|Angels|Paranormal|Demons|Romance|Paranormal Romance|Fantasy|Supernatural|Fantasy|Urban Fantasy|Young Adult|Teen,https://images.gr-assets.com/books/1351223157l/15768191.jpg,371
2116,Paolo Giordano|Shaun Whiteside,"A bestselling international literary sensation about whether a ""prime number"" can ever truly connect with someone else.A prime number can only be divided by itself or by one—it never truly fits with another. Alice and Mattia, both ""primes,"" are misfits who seem destined to be alone. Haunted by childhood tragedies that mark their lives, they cannot reach out to anyone else. When Alice and Mattia meet as teenagers, they recognize in each other a kindred, damaged spirit. But the mathematically gifted Mattia accepts a research position that takes him thousands of miles away, and the two are forced to separate. Then a chance occurrence reunites them and forces a lifetime of concealed emotion to the surface. Like Mark Haddon's The Curious Incident of the Dog in the Night-Time, this is a stunning meditation on loneliness, love, and the weight of childhood experience that is set to become a universal classic.",,Hardcover,9.78E+12,271,3.59,39910,3606,The Solitude of Prime Numbers,Fiction|Contemporary|European Literature|Italian Literature|Romance|Cultural|Italy,https://images.gr-assets.com/books/1442465089l/6613956.jpg,271
2117,Teri Terry,"Kyla’s memory has been erased,her personality wiped blank,her memories lost for ever.She’s been Slated.The government claims she was a terrorist and that they are giving her a second chance - as long as she plays by their rules. But echoes of the past whisper in Kyla’s mind. Someone is lying to her, and nothing is as it seems. Who can she trust in her search for the truth?",,Paperback,9.78E+12,439,4.07,22225,2583,Slated,Young Adult|Science Fiction|Dystopia|Science Fiction,https://images.gr-assets.com/books/1453582609l/12743472.jpg,439
2118,Astrid Lindgren|Patricia Crampton|Trina Schart Hyman,"Ronia, who lives with her father and his band of robbers in a castle in the woods, causes trouble when she befriends the son of a rival robber chieftain.",,Paperback,9.78E+12,176,4.28,20150,707,"Ronia, the Robber's Daughter",Fantasy|Childrens|Classics|Fiction|European Literature|Swedish Literature|Adventure|European Literature|Scandinavian Literature|Young Adult|Childrens|Middle Grade|Cultural|Sweden,https://images.gr-assets.com/books/1451632787l/19314.jpg,176
2119,Tarryn Fisher,"Note to SelfLove is patient; love is kind.Love doesn't boast or brag.There's no arrogance in love;it's never rude, crude, or indecent-it's not self absorbed.Love isn't easily upset.Love doesn't tally wrongs.Love trusts, hopes, and endures no matter what.Love will never become obsolete.I'll fight for her.ThiefCaleb Drake never got over his first love. Not when he got married. Not when she got married. When life suddenly comes full circle Caleb must decide how far he is willing to go to get the aloof and alluring Olivia Kaspen back. But for every action in life there is a consequence, and soon Caleb finds out that sometimes love comes at an unbearably high price.",,Kindle Edition,,273,4.38,31335,3663,Thief,Romance|New Adult|Contemporary|Romance|Contemporary Romance,https://images.gr-assets.com/books/1361401256l/16090981.jpg,273
2120,John Wyndham,A world paralysed by genetic mutationJohn Wyndham takes the reader into the anguished heart of a community where the chances of breeding true are less than fifty per cent and where deviations are rooted out and destroyed as offences and abominations.,,Mass Market Paperback,9.78E+12,200,3.92,36755,1785,The Chrysalids,Science Fiction|Fiction|Classics|Science Fiction|Dystopia|Fantasy,https://images.gr-assets.com/books/1271095852l/826845.jpg,200
2121,Guy Gavriel Kay,"The ruling Asharites of Al-Rassan have come from the desert sands, but over centuries, seduced by the sensuous pleasures of their new land, their stern piety has eroded. The Asharite empire has splintered into decadent city-states led by warring petty kings. King Almalik of Cartada is on the ascendancy, aided always by his friend and advisor, the notorious Ammar ibn Khairan — poet, diplomat, soldier — until a summer afternoon of savage brutality changes their relationship forever.Meanwhile, in the north, the conquered Jaddites' most celebrated — and feared — military leader, Rodrigo Belmonte, driven into exile, leads his mercenary company south.In the dangerous lands of Al-Rassan, these two men from different worlds meet and serve — for a time — the same master. Sharing their interwoven fate — and increasingly torn by her feelings — is Jehane, the accomplished court physician, whose own skills play an increasing role as Al-Rassan is swept to the brink of holy war, and beyond.Hauntingly evocative of medieval Spain, The Lions of Al-Rassan is both a brilliant adventure and a deeply compelling story of love, divided loyalties, and what happens to men and women when hardening beliefs begin to remake — or destroy — a world.",,Paperback,9.78E+12,528,4.28,16899,1107,The Lions of Al-Rassan,Fantasy|Historical|Historical Fiction|Fiction|Historical Fiction|Historical Fantasy|Historical,https://images.gr-assets.com/books/1348007861l/104101.jpg,528
2122,Simin Daneshvar|Joaquín Rodríguez Vargas,"Considerada una obra maestra, esta novela supuso el reconocimiento de Simin Daneshvar como una autora indispensable de la moderna literatura persa. Reeditada en numerosas ocasiones, Suvashun fue una novela valiente, la primera escrita por una mujer iraní y narrada por su protagonista femenina. Ambientada en el Irán de la Segunda Guerra Mundial durante la ocupación de los Aliados, la historia está narrada por Zahra, una joven ama de casa que es testigo de los acontecimientos. El amor que siente por su marido, sus tres hijos, su casa y su jardín, a los que considera su país, y la educación en el colegio de los misioneros ingleses han hecho de ella una mujer culta pero sumisa, tolerante ante las injusticias que ve a su alrededor, una actitud que choca frontalmente con la personalidad de su marido, Yusef, que se rebela frente a los invasores, como el mítico héroe persa Suvashun.",,Paperback,9.79E+12,392,3.87,4974,323,Suvashun,Novels|Fiction|Cultural|Iran|Literature,https://images.gr-assets.com/books/1452745531l/46270.jpg,392
2123,Andrea Cremer,"Calla Tor wakes up in the lair of the Searchers, her sworn enemy, and she's certain her days are numbered. But then the Searchers make her an offer–one that gives her the chance to destroy her former masters and save the pack–and the man–she left behind. Is Ren worth the price of her freedom? And will Shay stand by her side no matter what? Now in control of her own destiny, Calla must decide which battles are worth fighting and how many trials true love can endure and still survive.",,Hardcover,9.78E+12,390,4.11,44947,2260,Wolfsbane,Young Adult|Fantasy|Fantasy|Paranormal|Shapeshifters|Werewolves|Romance,https://images.gr-assets.com/books/1323140262l/7263429.jpg,390
2124,Chris Cleave,"From the author of the international bestseller Incendiary comes a haunting novel about the tenuous friendship that blooms between two disparate strangers---one an illegal Nigerian refugee, the other a recent widow from suburban London.",,Paperback,9.78E+12,266,3.71,209707,20346,Little Bee,Historical|Historical Fiction|Fiction|Adult Fiction|Contemporary|Adult|Book Club,https://images.gr-assets.com/books/1344401905l/6948436.jpg,266
2125,Alcoholics Anonymous,"It's more than a book. It's a way of life. Alcoholics Anonymous-The Big Book-has served as a lifeline to millions worldwide. First published in 1939, Alcoholics Anonymous sets forth cornerstone concepts of recovery from alcoholism and tells the stories of men and women who have overcome the disease. With publication of the second edition in 1955, the third edition in 1976, and now the fourth edition in 2001, the essential recovery text has remained unchanged while personal stories have been added to reflect the growing and diverse fellowship. The long-awaited fourth edition features 24 new personal stories of recovery. Key features and benefits·the most widely used resource for millions of individuals in recovery·contains full, original text describing A.A. the program·updated with 24 new personal stories",4th Edition,Paperback,9.78E+12,576,4.44,6829,350,Alcoholics Anonymous,Nonfiction|Self Help|Psychology|Spirituality,https://images.gr-assets.com/books/1344692873l/158420.jpg,576
2126,Thornton Wilder,"This beautiful new edition features unpublished notes for the novel and other illuminating documentary material, all of which is included in a new Afterword by Tappan Wilder.On Friday noon, July the twentieth, 1714, the finest bridge in all Peru broke and precipitated five travelers into the gulf below. With this celebrated sentence Thornton Wilder begins The Bridge of San Luis Rey, one of the towering achievements in American fiction and a novel read throughout the world.By chance, a monk witnesses the tragedy. Brother Juniper then embarks on a quest to prove that it was divine intervention rather than chance that led to the deaths of those who perished in the tragedy. His search leads to his own death -- and to the author's timeless investigation into the nature of love and the meaning of the human condition.This new edition of Wilder's 1928 Pulitzer Prize winning novel contains a new foreword by Russell Banks.",,Paperback,9.78E+12,160,3.8,26431,1733,The Bridge of San Luis Rey,Fiction|Classics|Historical|Historical Fiction|Literature,https://images.gr-assets.com/books/1348937011l/92508.jpg,160
2127,Albert Camus|Justin O'Brien,"One of the most influential works of this century, this is a crucial exposition of existentialist thought. Influenced by works such as Don Juan and the novels of Kafka, these essays begin with a meditation on suicide: the question of living or not living in an absurd universe devoid of order or meaning. With lyric eloquence, Camus posits a way out of despair, reaffirming the value of personal existence, and the possibility of life lived with dignity and authenticity.",,Paperback,9.78E+12,212,4.19,34433,931,The Myth of Sisyphus and Other Essays,Philosophy|Nonfiction|Writing|Essays|Classics|Cultural|France,https://images.gr-assets.com/books/1533718219l/11987.jpg,212
2128,Annie Dillard,"An exhilarating meditation on nature and its seasons—a personal narrative highlighting one year's exploration on foot in the author's own neighborhood in Tinker Creek, Virginia. In the summer, Dillard stalks muskrats in the creek and contemplates wave mechanics; in the fall she watches a monarch butterfly migration and dreams of Arctic caribou. She tries to con a coot; she collects pond water and examines it under a microscope. She unties a snake skin, witnesses a flood, and plays 'King of the Meadow' with a field of grasshoppers.",,Paperback,9.78E+12,288,4.11,18891,1852,Pilgrim at Tinker Creek,Writing|Essays|Nonfiction|Environment|Nature|Classics,https://images.gr-assets.com/books/1388717988l/12527.jpg,288
2129,Orhan Pamuk|Maureen Freely,"A spellbinding tale of disparate yearnings – for love, art, power, and God – set in a remote Turkish town, where stirrings of political Islamism threaten to unravel the secular order; by the winner of the 2006 Nobel Prize for Literature.From the acclaimed author of My Name Is Red comes a spellbinding tale of disparate yearnings–for love, art, power, and God–set in a remote Turkish town, where stirrings of political Islamism threaten to unravel the secular order. Following years of lonely political exile in Western Europe, Ka, a middle-aged poet, returns to Istanbul to attend his mother's funeral. Only partly recognizing this place of his cultured, middle-class youth, he is even more disoriented by news of strange events in the wider country: a wave of suicides among girls forbidden to wear their head scarves at school. An apparent thaw of his writer's curiosity–a frozen sea these many years–leads him to Kars, a far-off town near the Russian border and the epicenter of the suicides. No sooner has he arrived, however, than we discover that Ka's motivations are not purely journalistic; for in Kars, once a province of Ottoman and then Russian glory, now a cultural gray-zone of poverty and paralysis, there is also Ipek, a radiant friend of Ka's youth, lately divorced, whom he has never forgotten. As a snowstorm, the fiercest in memory, descends on the town and seals it off from the modern, westernized world that has always been Ka's frame of reference, he finds himself drawn in unexpected directions: not only headlong toward the unknowable Ipek and the desperate hope for love–or at least a wife–that she embodies, but also into the maelstrom of a military coup staged to restrain the local Islamist radicals, and even toward God, whose existence Ka has never before allowed himself to contemplate. In this surreal confluence of emotion and spectacle, Ka begins to tap his dormant creative powers, producing poem after poem in untimely, irresistible bursts of inspiration. But not until the snows have melted and the political violence has run its bloody course will Ka discover the fate of his bid to seize a last chance for happiness. Blending profound sympathy and mischievous wit, Snow illuminates the contradictions gripping the individual and collective heart in many parts of the Muslim world. But even more, by its narrative brilliance and comprehension of the needs and duties",First Vintage International edition,Paperback,9.78E+12,463,3.57,33422,3216,Snow,Fiction|Literature|Contemporary|Novels,https://images.gr-assets.com/books/1357684424l/11691.jpg,463
2130,Gary Jennings,"Aztec is the extraordinary story of the last and greatest native civilization of North America. Told in the words of one of the most robust and memorable characters in modern fiction, Mixtli-Dark Cloud, Aztec reveals the very depths of Aztec civilization from the peak and feather-banner splendor of the Aztec Capital of Tenochtitlan to the arrival of Hernán Cortes and his conquistadores, and their destruction of the Aztec empire. The story of Mixtli is the story of the Aztecs themselves---a compelling, epic tale of heroic dignity and a colossal civilization's rise and fall.",,Paperback,9.78E+12,754,4.2,14691,775,Aztec,Historical|Historical Fiction|Fiction|Historical,https://images.gr-assets.com/books/1388194488l/550454.jpg,754
2131,Aporva Kala,"The story in Life...Love...Kumbh... is told from the perspective of the three main characters- Annant, Agastaya, and Aditi. Their paths cross on January 13, 2010. It is the day before the first of the eleven sacred baths of the Haridwar Maha Kumbh.The three characters meet each other and exchange their stories. They remember the days gone by and are unsure about what lies ahead.As the Kumbh Mela draws towards an end, all three of them are thrown into a challenging situation that they have to face. The book then follows their journey as they try and find answers for their personal quests all at the same time - on life, love, and the thirst for knowledge.",First Edition,Paperback,9.79E+12,290,4.1,153,42,Life... Love... Kumbh...,Love|Romance|Philosophy|Fantasy|Mythology|Cultural|India|Humor,https://images.gr-assets.com/books/1352626743l/14058818.jpg,290
2132,Halldór Kiljan Laxness|James Anderson Thompson,"This magnificent novel—which secured for its author the 1955 Nobel Prize in Literature—is at last available to contemporary American readers. Although it is set in the early twentieth century, it recalls both Iceland's medieval epics and such classics as Sigrid Undset's Kristin Lavransdatter. And if Bjartur of Summerhouses, the book's protagonist, is an ordinary sheep farmer, his flinty determination to achieve independence is genuinely heroic and, at the same time, terrifying and bleakly comic.Having spent eighteen years in humiliating servitude, Bjartur wants nothing more than to raise his flocks unbeholden to any man. But Bjartur's spirited daughter wants to live unbeholden to him. What ensues is a battle of wills that is by turns harsh and touching, elemental in its emotional intensity and intimate in its homely detail. Vast in scope and deeply rewarding, Independent People is simply a masterpiece",,Paperback,9.78E+12,482,4.18,7397,1076,Independent People,Fiction|Classics|Historical|Historical Fiction,https://images.gr-assets.com/books/1282892439l/77287.jpg,482
2133,Andrea Cremer,"Calla has always welcomed war. But now that the final battle is upon her, there's more at stake than fighting. There's saving Ren, even if it incurs Shay's wrath. There's keeping Ansel safe, even if he's been branded a traitor. There's proving herself as the pack's alpha, facing unnamable horrors, and ridding the world of the Keepers' magic once and for all. And then there's deciding what to do when the war ends. If Calla makes it out alive, that is. In this remarkable final installment of the Nightshade trilogy, international bestselling author Andrea Cremer crafts a dynamic novel with twists and turns that will keep you breathless until its final  .",,Hardcover,9.78E+12,406,4.06,26282,2264,Bloodrose,Young Adult|Fantasy|Shapeshifters|Werewolves|Fantasy|Paranormal|Romance,https://images.gr-assets.com/books/1351196369l/8130839.jpg,406
2134,Николай Теллалов,"… Змейовете напуснаха Горната човешка земя. Ала понякога се случват грешки — и тогава те се раждат в нашия свят. Наглед обикновени хора, те трескаво търсят начин да се приберат, завърнат у дома — независимо от цената, независимо от пречките.… Човеци също издирват отворени портали към Долната земя. И също са готови да платят прескъпо, за да стигнат до там.… Там, където все още бушува голямата война — същата, заради която преди няколко века всички митични същества изчезнаха от хорската реалност.Светове и вселени, пълни с търсещи себе си странници… Едни намират бляновете си, други тепърва ще правят открития, а някои, едва извървели своя път, поемат по следващия. Безкраен, вечен е стремежът към НЕДОСЕГАЕМОТО.
Как да си поискате книгата от Човешката библиотека
- - -You can read an excerpt from the novel (in English) here:http://choveshkata.net/forum/download...",1-во издание,Paperback,,624,4.1,109,14,Слънце недосегаемо,European Literature|Bulgarian Literature|Fantasy,https://images.gr-assets.com/books/1263061696l/7425765.jpg,624
2135,Timothy Zahn,"Alternate Cover Edition can be found here.It is a time of renewal, five years after the destruction of the Death Star and the defeat of Darth Vader and the Empire.But with the war seemingly won, strains are beginning to show in the Rebel Alliance. New challenges to galactic peace have arisen. And Luke Skywalker hears a voice from his past. A voice with a warning. Beware the dark side….The Rebel Alliance has destroyed the Death Star, defeated Darth Vader and the Emperor, and driven the remnants of the old Imperial Starfleet back into barely a quarter of the territory that they once controlled. Leia and Han are married, are expecting Jedi twins, and have shouldered heavy burdens in the government of the new Republic. And Luke Skywalker is the first in a hoped-for new line of Jedi Knights.But thousands of light years away, where a few skirmishes are still taking place, the last of the Emperor's warlords has taken command of the remains of the Imperial fleet. He has made two vital discoveries that could destroy the fragile new Republic—built with such cost to the Rebel Alliance. The tale that emerges is a towering epic of action, invention, mystery, and spectacle on a galactic scale—in short, a story that is worthy of the name Star Wars.",,Paperback,9.78E+12,404,4.13,60699,2398,Heir to the Empire,Media Tie In|Star Wars|Science Fiction|Fiction|Fantasy,https://images.gr-assets.com/books/1512169411l/216443.jpg,404
2136,G.K. Chesterton|Jonathan Lethem,"G. K. Chesterton's surreal masterpiece is a psychological thriller that centers on seven anarchists in turn-of-the-century London who call themselves by the names of the days of the week. Chesterton explores the meanings of their disguised identities in what is a fascinating mystery and, ultimately, a spellbinding allegory.As Jonathan Lethem remarks in his Introduction, The real characters are the ideas. Chesterton's nutty agenda is really quite simple: to expose moral relativism and parlor nihilism for the devils he believes them to be. This wouldn't be interesting at all, though, if he didn't also show such passion for giving the devil his due. He animates the forces of chaos and anarchy with every ounce of imaginative verve and rhetorical force in his body.",,Paperback,9.78E+12,182,3.85,25727,2572,The Man Who Was Thursday: A Nightmare,Fiction|Classics|Mystery|Fantasy|Literature|Philosophy|Novels|European Literature|British Literature|Thriller|Christian,https://images.gr-assets.com/books/1403181403l/184419.jpg,182
2137,Guillermo del Toro|Chuck Hogan,"A Boeing 777 arrives at JFK and is on its way across the tarmac, when it suddenly stops dead. All window shades are pulled down. All lights are out. All communication channels have gone quiet. Crews on the ground are lost for answers, but an alert goes out to the CDC. Dr. Ephraim ""Eph"" Goodweather, head of their Canary project, a rapid-response team that investigates biological threats, gets the call and boards the plane. What he finds makes his blood run cold.In a pawnshop in Spanish Harlem, a former professor and survivor of the Holocaust named Abraham Setrakian knows something is happening. And he knows the time has come, that a war is brewing.So begins a battle of mammoth proportions as the vampiric virus that has infected New York begins to spill out into the streets. Eph, who is joined by Setrakian and a motley crew of fighters, must now find a way to stop the contagion and save his city - a city that includes his wife and son - before it is too late.",,Hardcover,9.78E+12,403,3.78,71925,6169,The Strain,Horror|Science Fiction|Fantasy|Supernatural|Audiobook|Fiction|Suspense,https://images.gr-assets.com/books/1326225354l/6065215.jpg,403
2138,Thomas Mann|Joachim Neugroschel,"Featuring his world-famous masterpiece, ""Death in Venice,"" this new collection of Nobel laureate Thomas Mann's stories and novellas reveals his artistic evolution. In this new, widely acclaimed translation that restores the controversial passages that were cut out of the original English version, ""Death in Venice"" tells about a ruinous quest for love and beauty amid degenerating splendor. Gustav von Aschenbach, a successful but lonely author, travels to the Queen of the Adriatic in search of an elusive spiritual fulfillment that turns into his erotic doom. Spellbound by a beautiful Polish boy, he finds himself fettered to this hypnotic city of sun-drenched sensuality and eerie physical decay. Also included in this volume are eleven other stories by Mann: ""Tonio Kroger,"" ""Gladius Dei,"" ""The Blood of the Walsungs,"" ""The Will for Happiness,"" ""Little Herr Friedmann,"" ""Tobias Mindernickel,"" ""Little Lizzy,"" ""Tristan,"" ""The Starvelings,"" ""The Wunderkind,"" and ""Harsh Hour."" All of the stories collected here display Mann's inimitable use of irony, his subtle characterizations, and superb, complex plots.",,Paperback,9.78E+12,384,3.88,17734,639,Death in Venice and Other Tales,Fiction|Classics|Short Stories|European Literature|German Literature|Literature,https://images.gr-assets.com/books/1309376701l/53064.jpg,384
2139,Morgan Rhodes|Michelle Rowen,"In the three kingdoms of Mytica, magic has long been forgotten. And while hard-won peace has reigned for centuries, a deadly unrest now simmers below the surface.As the rulers of each kingdom grapple for power, the lives of their subjects are brutally transformed... and four key players, royals and rebels alike, find their fates forever intertwined. Cleo, Jonas, Lucia, and Magnus are caught in a dizzying world of treacherous betrayals, shocking murders, secret alliances, and even unforeseen love.The only outcome that's certain is that kingdoms will fall. Who will emerge triumphant when all they know has collapsed?It's the eve of war.... Choose your side.Princess: Raised in pampered luxury, Cleo must now embark on a rough and treacherous journey into enemy territory in search of magic long thought extinct.Rebel: Jonas, enraged at injustice, lashes out against the forces of oppression that have kept his country cruelly impoverished. To his shock, he finds himself the leader of a people's revolution centuries in the making.Sorceress: Lucia, adopted at birth into the royal family, discovers the truth about her past—and the supernatural legacy she is destined to wield.Heir: Bred for aggression and trained to conquer, firstborn son Magnus begins to realize that the heart can be more lethal than the sword....",,Hardcover,9.78E+12,412,3.82,44118,6802,Falling Kingdoms,Fantasy|Young Adult|Fantasy|Magic|Fantasy|High Fantasy,https://images.gr-assets.com/books/1337026387l/12954620.jpg,412
